north_american_product_classification_system_napcs,principal_trading_partners,geo,year_month,import,export
Aircraft and other transportation equipment and parts [C21],Switzerland,Newfoundland and Labrador,2019,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Newfoundland and Labrador,2020,15671,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Northwest Territories,2017,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Northwest Territories,2018,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Northwest Territories,2019,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Northwest Territories,2020,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Nova Scotia,2017,10,35
Aircraft and other transportation equipment and parts [C21],Switzerland,Nova Scotia,2018,43,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Nova Scotia,2019,1079,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Nova Scotia,2020,24,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Nunavut,2017,1,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Nunavut,2018,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Nunavut,2019,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Nunavut,2020,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Ontario,2017,63308,6509
Aircraft and other transportation equipment and parts [C21],Switzerland,Ontario,2018,113609,5688
Aircraft and other transportation equipment and parts [C21],Switzerland,Ontario,2019,96061,13289
Aircraft and other transportation equipment and parts [C21],Switzerland,Ontario,2020,88200,8530
Aircraft and other transportation equipment and parts [C21],Switzerland,Prince Edward Island,2017,0,2048
Aircraft and other transportation equipment and parts [C21],Switzerland,Prince Edward Island,2018,0,1239
Aircraft and other transportation equipment and parts [C21],Switzerland,Prince Edward Island,2019,0,550
Aircraft and other transportation equipment and parts [C21],Switzerland,Prince Edward Island,2020,0,62
Aircraft and other transportation equipment and parts [C21],Switzerland,Quebec,2017,8837,976302
Aircraft and other transportation equipment and parts [C21],Switzerland,Quebec,2018,6765,1014244
Aircraft and other transportation equipment and parts [C21],Switzerland,Quebec,2019,14167,233066
Aircraft and other transportation equipment and parts [C21],Switzerland,Quebec,2020,4010,180642
Aircraft and other transportation equipment and parts [C21],Switzerland,Saskatchewan,2017,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Saskatchewan,2018,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Saskatchewan,2019,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Saskatchewan,2020,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Yukon,2017,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Yukon,2018,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Yukon,2019,0,0
Aircraft and other transportation equipment and parts [C21],Switzerland,Yukon,2020,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Alberta,2017,1952,75
Aircraft and other transportation equipment and parts [C21],Taiwan,Alberta,2018,1503,317
Aircraft and other transportation equipment and parts [C21],Taiwan,Alberta,2019,1297,141
Aircraft and other transportation equipment and parts [C21],Taiwan,Alberta,2020,1551,73
Aircraft and other transportation equipment and parts [C21],Taiwan,British Columbia,2017,87333,2151
Aircraft and other transportation equipment and parts [C21],Taiwan,British Columbia,2018,110558,1693
Aircraft and other transportation equipment and parts [C21],Taiwan,British Columbia,2019,125797,1902
Aircraft and other transportation equipment and parts [C21],Taiwan,British Columbia,2020,116815,702
Aircraft and other transportation equipment and parts [C21],Taiwan,Canada,2017,325782,9855
Aircraft and other transportation equipment and parts [C21],Taiwan,Canada,2018,358747,11993
Aircraft and other transportation equipment and parts [C21],Taiwan,Canada,2019,367916,14387
Aircraft and other transportation equipment and parts [C21],Taiwan,Canada,2020,313008,4728
Aircraft and other transportation equipment and parts [C21],Taiwan,Manitoba,2017,6033,76
Aircraft and other transportation equipment and parts [C21],Taiwan,Manitoba,2018,9776,7
Aircraft and other transportation equipment and parts [C21],Taiwan,Manitoba,2019,9963,8
Aircraft and other transportation equipment and parts [C21],Taiwan,Manitoba,2020,7675,0
Aircraft and other transportation equipment and parts [C21],Taiwan,New Brunswick,2017,643,0
Aircraft and other transportation equipment and parts [C21],Taiwan,New Brunswick,2018,264,0
Aircraft and other transportation equipment and parts [C21],Taiwan,New Brunswick,2019,159,0
Aircraft and other transportation equipment and parts [C21],Taiwan,New Brunswick,2020,83,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Newfoundland and Labrador,2017,1,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Newfoundland and Labrador,2018,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Newfoundland and Labrador,2019,20,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Newfoundland and Labrador,2020,1,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Northwest Territories,2017,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Northwest Territories,2018,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Northwest Territories,2019,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Northwest Territories,2020,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Nova Scotia,2017,70,105
Aircraft and other transportation equipment and parts [C21],Taiwan,Nova Scotia,2018,76,391
Aircraft and other transportation equipment and parts [C21],Taiwan,Nova Scotia,2019,50,376
Aircraft and other transportation equipment and parts [C21],Taiwan,Nova Scotia,2020,7,411
Aircraft and other transportation equipment and parts [C21],Taiwan,Nunavut,2017,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Nunavut,2018,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Nunavut,2019,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Nunavut,2020,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Ontario,2017,56378,4789
Aircraft and other transportation equipment and parts [C21],Taiwan,Ontario,2018,53273,6575
Aircraft and other transportation equipment and parts [C21],Taiwan,Ontario,2019,63939,6852
Aircraft and other transportation equipment and parts [C21],Taiwan,Ontario,2020,67267,2367
Aircraft and other transportation equipment and parts [C21],Taiwan,Prince Edward Island,2017,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Prince Edward Island,2018,3,771
Aircraft and other transportation equipment and parts [C21],Taiwan,Prince Edward Island,2019,88,3105
Aircraft and other transportation equipment and parts [C21],Taiwan,Prince Edward Island,2020,0,96
Aircraft and other transportation equipment and parts [C21],Taiwan,Quebec,2017,173170,2662
Aircraft and other transportation equipment and parts [C21],Taiwan,Quebec,2018,183208,2240
Aircraft and other transportation equipment and parts [C21],Taiwan,Quebec,2019,166554,2003
Aircraft and other transportation equipment and parts [C21],Taiwan,Quebec,2020,119552,1078
Aircraft and other transportation equipment and parts [C21],Taiwan,Saskatchewan,2017,197,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Saskatchewan,2018,85,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Saskatchewan,2019,51,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Saskatchewan,2020,57,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Yukon,2017,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Yukon,2018,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Yukon,2019,0,0
Aircraft and other transportation equipment and parts [C21],Taiwan,Yukon,2020,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Alberta,2017,18,531
Aircraft and other transportation equipment and parts [C21],Turkey,Alberta,2018,3066,2937
Aircraft and other transportation equipment and parts [C21],Turkey,Alberta,2019,10,22106
Aircraft and other transportation equipment and parts [C21],Turkey,Alberta,2020,3,183
Aircraft and other transportation equipment and parts [C21],Turkey,British Columbia,2017,45384,1637
Aircraft and other transportation equipment and parts [C21],Turkey,British Columbia,2018,66,452
Aircraft and other transportation equipment and parts [C21],Turkey,British Columbia,2019,11862,448
Aircraft and other transportation equipment and parts [C21],Turkey,British Columbia,2020,9477,66
Aircraft and other transportation equipment and parts [C21],Turkey,Canada,2017,141163,71835
Aircraft and other transportation equipment and parts [C21],Turkey,Canada,2018,203546,28038
Aircraft and other transportation equipment and parts [C21],Turkey,Canada,2019,219676,259382
Aircraft and other transportation equipment and parts [C21],Turkey,Canada,2020,106534,11344
Aircraft and other transportation equipment and parts [C21],Turkey,Manitoba,2017,19808,0
Aircraft and other transportation equipment and parts [C21],Turkey,Manitoba,2018,16074,397
Aircraft and other transportation equipment and parts [C21],Turkey,Manitoba,2019,22886,3
Aircraft and other transportation equipment and parts [C21],Turkey,Manitoba,2020,4277,112
Aircraft and other transportation equipment and parts [C21],Turkey,New Brunswick,2017,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,New Brunswick,2018,2,0
Aircraft and other transportation equipment and parts [C21],Turkey,New Brunswick,2019,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,New Brunswick,2020,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Newfoundland and Labrador,2017,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Newfoundland and Labrador,2018,38074,0
Aircraft and other transportation equipment and parts [C21],Turkey,Newfoundland and Labrador,2019,54423,0
Aircraft and other transportation equipment and parts [C21],Turkey,Newfoundland and Labrador,2020,59187,0
Aircraft and other transportation equipment and parts [C21],Turkey,Northwest Territories,2017,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Northwest Territories,2018,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Northwest Territories,2019,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Northwest Territories,2020,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Nova Scotia,2017,6699,884
Aircraft and other transportation equipment and parts [C21],Turkey,Nova Scotia,2018,57313,1312
Aircraft and other transportation equipment and parts [C21],Turkey,Nova Scotia,2019,0,876
Aircraft and other transportation equipment and parts [C21],Turkey,Nova Scotia,2020,937,0
Aircraft and other transportation equipment and parts [C21],Turkey,Nunavut,2017,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Nunavut,2018,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Nunavut,2019,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Nunavut,2020,0,0
Aircraft and other transportation equipment and parts [C21],Turkey,Ontario,2017,2714,18239
